Series Name,Series Code,Country Name,Country Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Philippines,PHL,25,24.7,24.4,24.2,24,23.7,23.4,22.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Poland,POL,5.1,4.9,4.7,4.5,4.3,4.2,4,3.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Portugal,PRT,3.1,3,3,3,3,3,3,3.1
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Puerto Rico,PRI,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Qatar,QAT,7.8,7.6,7.4,7.2,7,6.7,6.4,6.1
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Romania,ROU,9.7,9.5,9.4,9,8.4,7.8,7.1,6.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Russian Federation,RUS,8.9,8.6,8.4,8.1,7.7,7.3,6.9,6.5
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Rwanda,RWA,43.9,39.8,37,34.5,32.5,30.8,29.3,28.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Samoa,WSM,16,15.9,15.7,15.4,15.1,14.8,14.4,14
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,San Marino,SMR,2.5,2.4,2.2,2.1,2,2,1.9,1.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sao Tome and Principe,STP,33.4,31.9,30.4,29.2,28.1,27,26.1,25.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Saudi Arabia,SAU,10.4,9.7,9.1,8.5,7.9,7.3,6.8,6.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Senegal,SEN,42.6,40.9,39.3,37.8,36.4,35.1,33.9,32.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Serbia,SRB,6.6,6.4,6.2,6,5.7,5.5,5.2,5
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Seychelles,SYC,12.1,12.2,12.3,12.5,12.6,12.7,12.7,12.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sierra Leone,SLE,108.3,103.9,99.6,95.5,91.5,87.8,84.4,81.3
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Singapore,SGP,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Slovak Republic,SVK,5.8,5.6,5.5,5.3,5.2,5,4.9,4.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Slovenia,SVN,2.6,2.5,2.4,2.2,2.1,2,1.9,1.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Solomon Islands,SLB,21.7,21.1,20.5,19.9,19.3,18.8,18.2,17.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Somalia,SOM,96.1,93.4,90.7,88,85.6,83.1,81,78.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Africa,ZAF,38.2,36.6,35.3,34.1,32.9,31.4,30.7,29.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,South Sudan,SSD,69.7,66.9,64.9,64,63.7,63.7,63.7,63.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Spain,ESP,3.2,3,2.9,2.9,2.8,2.7,2.7,2.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sri Lanka,LKA,10,9.6,9.1,8.6,8,7.5,7,6.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Kitts and Nevis,KNA,12,11.7,11.4,11.2,10.9,10.7,10.4,10.1
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Lucia,LCA,16.4,16.4,16.3,16.2,16.1,15.9,15.6,15.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,St. Vincent and the Grenadines,VCT,18.5,18,17.6,17.1,16.6,16.2,15.7,15.3
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sudan,SDN,50.9,49.7,48.6,47.6,46.5,45.4,44.4,43.3
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Suriname,SUR,22,21.2,20.4,19.8,19.2,18.6,18,17.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Sweden,SWE,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Switzerland,CHE,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Syrian Arab Republic,SYR,13.8,13.9,14.2,14.1,14.1,14.1,14.1,14
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tajikistan,TJK,37.3,36.2,35.3,34.5,33.7,32.9,32.1,31.3
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tanzania,TZA,47.5,46,45,43.9,43,41.9,40.6,38.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Thailand,THA,11.5,10.9,10.4,9.9,9.4,9,8.6,8.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Timor-Leste,TLS,52,50,48.2,46.4,44.8,43.4,42,40.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Togo,TGO,58.6,57.1,55.6,54.2,52.8,51.4,50,48.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tonga,TON,14.9,15,15,14.9,14.7,14.4,14.1,13.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Trinidad and Tobago,TTO,20.8,20.2,19.7,19.1,18.6,18,17.4,16.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tunisia,TUN,15.8,15.5,15.2,15,14.9,14.8,14.7,14.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turkey,TUR,14.9,13.9,13.1,12.3,11.5,10.9,10.3,9.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turkmenistan,TKM,50.2,48.8,47.3,45.9,44.6,43.2,41.8,40.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Tuvalu,TUV,26.2,25.4,24.7,23.9,23.2,22.5,21.9,21.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uganda,UGA,50.2,47.7,44.6,42.7,40.4,38.6,36.8,35.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Ukraine,UKR,10.1,9.6,9.1,8.7,8.4,8.1,7.9,7.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United Arab Emirates,ARE,7.3,7.1,7,6.8,6.8,6.7,6.6,6.6
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United Kingdom,GBR,4.4,4.2,4.1,4,3.9,3.8,3.7,3.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,United States,USA,6.2,6.1,6,6,5.9,5.8,5.8,5.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uruguay,URY,9.2,8.8,8.5,8.2,7.9,7.6,7.2,6.8
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Uzbekistan,UZB,31.8,29.9,28.1,26.3,24.6,23,21.5,20.2
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Vanuatu,VUT,24.6,24.7,24.8,24.6,24.3,23.9,23.4,22.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Venezuela, RB",VEN,14.6,14.7,14.8,14.9,14.9,16.8,21.4,21.4
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Vietnam,VNM,18.5,18.2,18,17.8,17.6,17.4,17.2,16.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,West Bank and Gaza,PSE,19.8,19.5,19.3,19,18.8,18.5,18.1,17.7
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,"Yemen, Rep.",YEM,43.6,43,42.9,42.9,42.9,42.9,42.9,42.9
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Zambia,ZMB,52.8,51.2,49.6,47.8,45.9,44.5,43.1,41.5
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,Zimbabwe,ZWE,53.1,50.3,45.7,42.8,40.4,38.5,36.3,35.4
GINI index (World Bank estimate),SI.POV.GINI,Afghanistan,AFG,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Albania,ALB,..,..,29,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Algeria,DZA,..,27.6,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,American Samoa,ASM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Andorra,AND,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Angola,AGO,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Argentina,ARG,44.5,42.7,41.4,41,41.7,..,42,41.2
GINI index (World Bank estimate),SI.POV.GINI,Armenia,ARM,30,29.4,29.6,30.6,31.5,32.4,32.5,33.6
GINI index (World Bank estimate),SI.POV.GINI,Aruba,ABW,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Australia,AUS,34.7,..,..,..,35.8,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Austria,AUT,30.3,30.8,30.5,30.8,30.5,30.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Azerbaijan,AZE,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Bahamas, The",BHS,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Bahrain,BHR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Bangladesh,BGD,32.1,..,..,..,..,..,32.4,..
GINI index (World Bank estimate),SI.POV.GINI,Barbados,BRB,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Belarus,BLR,28.6,27.2,26.5,26.6,27.2,25.6,25.3,25.4
GINI index (World Bank estimate),SI.POV.GINI,Belgium,BEL,28.4,28.1,27.5,27.7,28.1,27.7,..,..
GINI index (World Bank estimate),SI.POV.GINI,Belize,BLZ,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Benin,BEN,..,43.4,..,..,..,47.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,Bermuda,BMU,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Bhutan,BTN,..,..,38.8,..,..,..,..,37.4
GINI index (World Bank estimate),SI.POV.GINI,Bolivia,BOL,..,46.1,46.6,47.6,47.8,46.7,44.6,44
GINI index (World Bank estimate),SI.POV.GINI,Bosnia and Herzegovina,BIH,..,33,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Botswana,BWA,..,..,..,..,..,53.3,..,..
GINI index (World Bank estimate),SI.POV.GINI,Brazil,BRA,..,52.9,52.7,52.8,51.5,51.3,53.7,53.3
GINI index (World Bank estimate),SI.POV.GINI,British Virgin Islands,VGB,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Bulgaria,BGR,35.7,34.3,36,36.6,37.4,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Burkina Faso,BFA,..,..,..,..,35.3,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Burundi,BDI,..,..,..,38.6,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cabo Verde,CPV,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cambodia,KHM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cameroon,CMR,..,..,..,..,46.6,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Canada,CAN,33.6,..,..,34,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cayman Islands,CYM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Central African Republic,CAF,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Chad,TCD,..,43.3,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Channel Islands,CHI,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Chile,CHL,..,47.6,..,47.3,..,47.7,..,46.6
GINI index (World Bank estimate),SI.POV.GINI,China,CHN,43.7,42.4,42.2,39.7,39.2,38.6,..,..
GINI index (World Bank estimate),SI.POV.GINI,Colombia,COL,54.7,53.5,52.7,52.8,52.7,51.1,50.8,49.7
GINI index (World Bank estimate),SI.POV.GINI,Comoros,COM,..,..,..,45.3,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Congo, Dem. Rep.",COD,..,..,42.1,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Congo, Rep.",COG,..,48.9,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Costa Rica,CRI,48.2,48.7,48.6,49.3,48.6,48.4,48.7,48.3
GINI index (World Bank estimate),SI.POV.GINI,Cote d'Ivoire,CIV,..,..,..,..,..,41.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Croatia,HRV,32.4,32.3,32.5,32,32.1,31.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cuba,CUB,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Curacao,CUW,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Cyprus,CYP,31.5,32.6,34.3,37,35.6,34,..,..
GINI index (World Bank estimate),SI.POV.GINI,Czech Republic,CZE,26.6,26.4,26.1,26.5,25.9,25.9,..,..
GINI index (World Bank estimate),SI.POV.GINI,Denmark,DNK,27.2,27.3,27.8,28.5,28.4,28.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,Djibouti,DJI,..,..,45.1,44.1,..,..,..,41.6
GINI index (World Bank estimate),SI.POV.GINI,Dominica,DMA,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Dominican Republic,DOM,47.3,47.7,46.1,47.7,44.3,45.2,45.7,..
GINI index (World Bank estimate),SI.POV.GINI,Ecuador,ECU,48.7,45.9,46.1,46.9,45,46,45,44.7
GINI index (World Bank estimate),SI.POV.GINI,"Egypt, Arab Rep.",EGY,30.2,..,28.3,..,..,31.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,El Salvador,SLV,43.5,42.3,41.8,43.4,41.6,40.6,40,38
GINI index (World Bank estimate),SI.POV.GINI,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Eritrea,ERI,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Estonia,EST,32,32.5,32.9,35.1,34.6,32.7,..,..
GINI index (World Bank estimate),SI.POV.GINI,Eswatini,SWZ,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Ethiopia,ETH,33.2,..,..,..,..,35,..,..
GINI index (World Bank estimate),SI.POV.GINI,Faroe Islands,FRO,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Fiji,FJI,..,..,..,36.7,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Finland,FIN,27.7,27.6,27.1,27.2,26.8,27.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,France,FRA,33.7,33.3,33.1,32.5,32.3,32.7,..,..
GINI index (World Bank estimate),SI.POV.GINI,French Polynesia,PYF,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Gabon,GAB,..,..,..,..,..,..,..,38
GINI index (World Bank estimate),SI.POV.GINI,"Gambia, The",GMB,43.6,..,..,..,..,35.9,..,..
GINI index (World Bank estimate),SI.POV.GINI,Georgia,GEO,39.5,39.6,39,38.6,37.6,36.5,36.6,37.9
GINI index (World Bank estimate),SI.POV.GINI,Germany,DEU,30.2,30.5,..,31.1,..,31.7,..,..
GINI index (World Bank estimate),SI.POV.GINI,Ghana,GHA,..,..,42.4,..,..,..,43.5,..
GINI index (World Bank estimate),SI.POV.GINI,Gibraltar,GIB,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Greece,GRC,34.1,34.8,36.2,36.1,35.8,36,..,..
GINI index (World Bank estimate),SI.POV.GINI,Greenland,GRL,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Grenada,GRD,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guam,GUM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guatemala,GTM,..,..,..,..,48.3,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guinea,GIN,..,..,33.7,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guinea-Bissau,GNB,50.7,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Guyana,GUY,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Haiti,HTI,..,..,41.1,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Honduras,HND,53.1,56.2,56.1,52.6,50.4,49.6,50,50.5
GINI index (World Bank estimate),SI.POV.GINI,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Hungary,HUN,29.4,29.2,30.8,31.5,30.9,30.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Iceland,ISL,26.2,26.8,26.8,25.4,27.8,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,India,IND,..,35.7,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Indonesia,IDN,36.4,39.7,39.6,39.9,39.4,39.7,38.6,38.1
GINI index (World Bank estimate),SI.POV.GINI,"Iran, Islamic Rep.",IRN,..,..,..,37.4,38.8,39.5,40,..
GINI index (World Bank estimate),SI.POV.GINI,Iraq,IRQ,..,..,29.5,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Ireland,IRL,32.3,32.9,33.2,33.5,31.9,31.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,Isle of Man,IMN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Israel,ISR,42.6,..,41.4,..,39.8,..,38.9,..
GINI index (World Bank estimate),SI.POV.GINI,Italy,ITA,34.7,35.1,35.2,34.9,34.7,35.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Jamaica,JAM,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Japan,JPN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Jordan,JOR,33.7,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kazakhstan,KAZ,28,28,28.2,27.1,27,26.8,27.2,27.5
GINI index (World Bank estimate),SI.POV.GINI,Kenya,KEN,..,..,..,..,..,40.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kiribati,KIR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Korea, Rep.",KOR,32,..,31.6,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kosovo,XKX,33.3,27.8,29,26.3,27.3,26.5,26.7,29
GINI index (World Bank estimate),SI.POV.GINI,Kuwait,KWT,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Kyrgyz Republic,KGZ,30.1,27.8,27.4,28.8,26.8,29,26.8,27.3
GINI index (World Bank estimate),SI.POV.GINI,Lao PDR,LAO,..,..,36.4,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Latvia,LVA,35,35.8,35.2,35.5,35.1,34.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,Lebanon,LBN,..,31.8,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Lesotho,LSO,54.2,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Liberia,LBR,..,..,..,..,33.2,..,35.3,..
GINI index (World Bank estimate),SI.POV.GINI,Libya,LBY,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Liechtenstein,LIE,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Lithuania,LTU,33.6,32.5,35.1,35.3,37.7,37.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Luxembourg,LUX,30.5,32.1,34.3,32,31.2,33.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Madagascar,MDG,42.4,..,42.6,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Malawi,MWI,45.5,..,..,..,..,..,44.7,..
GINI index (World Bank estimate),SI.POV.GINI,Malaysia,MYS,..,43.9,..,41.3,..,41,..,..
GINI index (World Bank estimate),SI.POV.GINI,Maldives,MDV,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mali,MLI,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Malta,MLT,29,29.1,29.4,28.8,29,29.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Marshall Islands,MHL,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mauritania,MRT,..,..,..,..,32.6,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mauritius,MUS,..,..,38.5,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mexico,MEX,47.2,..,48.7,..,48.7,..,48.3,..
GINI index (World Bank estimate),SI.POV.GINI,"Micronesia, Fed. Sts.",FSM,..,..,..,40.1,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Moldova,MDA,32.1,30.6,29.2,28.5,26.8,27,26.3,25.9
GINI index (World Bank estimate),SI.POV.GINI,Monaco,MCO,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mongolia,MNG,33.1,33.9,33.8,..,32,..,32.3,..
GINI index (World Bank estimate),SI.POV.GINI,Montenegro,MNE,28.9,30.8,32.3,32.4,31.9,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Morocco,MAR,..,..,..,39.5,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Mozambique,MOZ,..,..,..,..,54,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Myanmar,MMR,..,..,..,..,..,38.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Namibia,NAM,..,..,..,..,..,59.1,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nauru,NRU,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nepal,NPL,32.8,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Netherlands,NLD,27.8,27.7,27.6,28.1,28.6,28.2,..,..
GINI index (World Bank estimate),SI.POV.GINI,New Caledonia,NCL,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,New Zealand,NZL,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nicaragua,NIC,..,..,..,..,46.2,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Niger,NER,..,31.5,..,..,34.3,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Nigeria,NGA,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,North Macedonia,MKD,40.2,39.4,38.1,36.2,35.2,35.6,..,..
GINI index (World Bank estimate),SI.POV.GINI,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Norway,NOR,25.7,25.3,25.7,26.4,26.8,27.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Oman,OMN,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Pakistan,PAK,29.8,30.9,..,30.7,..,33.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Palau,PLW,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Panama,PAN,51.6,51.3,51.7,51.5,50.5,50.8,50.4,49.9
GINI index (World Bank estimate),SI.POV.GINI,Papua New Guinea,PNG,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Paraguay,PRY,51,52.3,47.6,47.9,50.7,47.6,47.9,48.8
GINI index (World Bank estimate),SI.POV.GINI,Peru,PER,45.5,44.7,44.4,43.9,43.2,43.4,43.6,43.3
GINI index (World Bank estimate),SI.POV.GINI,Philippines,PHL,..,..,46.5,..,..,44.4,..,..
GINI index (World Bank estimate),SI.POV.GINI,Poland,POL,33.2,33.2,33,33.1,32.8,31.8,..,..
GINI index (World Bank estimate),SI.POV.GINI,Portugal,PRT,35.8,36.3,36,36.2,35.6,35.5,..,..
GINI index (World Bank estimate),SI.POV.GINI,Puerto Rico,PRI,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Qatar,QAT,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Romania,ROU,35.5,35.9,36.5,36.9,36,35.9,..,..
GINI index (World Bank estimate),SI.POV.GINI,Russian Federation,RUS,39.5,39.7,40.7,40.9,39.9,37.7,..,..
GINI index (World Bank estimate),SI.POV.GINI,Rwanda,RWA,47.2,..,..,45.1,..,..,43.7,..
GINI index (World Bank estimate),SI.POV.GINI,Samoa,WSM,..,..,..,38.7,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,San Marino,SMR,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Sao Tome and Principe,STP,30.8,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Saudi Arabia,SAU,..,..,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Senegal,SEN,..,40.3,..,..,..,..,..,..
GINI index (World Bank estimate),SI.POV.GINI,Serbia,SRB,..,..,39.8,39.8,39.2,39.6,..,..
GINI index (World Bank estimate),SI.POV.GINI,Seychelles,SYC,..,..,..,46.8,..,..,..,..
